A,B,C,D,E
0.06155712028859961,-0.4243176209779015,-0.1986180429173485,-0.3100984270353473,0.36807302298113975
-0.9993192664203063,-0.07392466628041514,-0.6066505749156996,-0.038201653173610725,0.6242115554823577
-0.37670411705820683,-0.43918952180214793,-0.29596384412230675,-0.10348109704891315,0.35120400097390636
-0.9012463510784727,0.16392857245258663,0.458128117506965,1.2965078253408182,-1.1687314235392403
0.5822186290280493,0.008627898917576322,-0.3915676348728085,-0.9641529942838876,0.9197208290645837
2.247307897852,-0.8056265075393678,-0.21456753551371965,-2.0044884110208216,1.316019036679417
0.8407823827644569,0.2134800489101689,0.9635167598037842,0.6320653005888811,-1.3057315874815478
3.3766722441481014,0.6168865543932788,-0.14681790065989525,-2.7793564731500444,1.674911592643432
0.19758473991431136,-0.22260568094832048,0.9736154922578557,1.1378276526184092,-1.5939937085616371
-2.446620011093354,0.3708250012811021,0.7559171884158955,2.8738267296908515,-2.332511391261721
-0.6901325791939312,0.4631303293186071,0.5066089752188547,1.1990820826103914,-1.1633421703235745
-1.302238457693619,0.8689634868967954,-0.04113235739553393,0.9424513452841421,-0.47754619399230214
-2.0217614132986905,2.4124536795437486,-1.6319971799179718,-0.613063657945019,1.9599533265028124
-0.017272406759899717,0.7849575212405001,-0.35616968781917163,-0.4583529991349801,0.6062828210841966
-1.5430919171691975,0.8625960113284511,-1.441250594408672,-0.7269505223078037,1.8329421050932289
1.2032410086028857,-0.044595426455857026,0.2973928654352249,-0.5273712148652898,-0.005591765426718687
-1.7717513037479364,0.09395322938556872,0.633016526246974,2.1944670437561498,-1.8365933110052042
0.361796982451148,-1.2085736537332212,0.43069200696684706,0.2932757898385156,-0.5895715609018819
1.7749708140282032,1.2978457906510987,0.1591800798989815,-1.148047833256579,0.4732695890868297
1.9197408223895658,0.242117960985123,1.07805238054237,-0.04226962355029039,-1.0486621328451358
-1.730725575079778,-0.03424228053195387,-1.4309678015554632,-0.5696954423094066,1.7362115202968165
-1.144331868967929,0.5822245913979243,0.23541725995850352,1.1877251731769112,-0.887446964028835
-1.3848101731931348,-0.11038929902688775,0.31917485208824836,1.482716849035359,-1.1330032136617179
1.6287251084451098,-0.216949569936649,-0.2817166857436822,-1.6198473475435333,1.1711940688131786
-0.4462455166246061,-0.7826291558275251,0.28178782931834223,0.7147099615332929,-0.6733469173453406
0.506952663413183,0.9424681192203938,0.8343147776527494,0.71655825670873,-1.2237449315661182
-0.7943553251509552,1.5199948607657727,0.18655678939159517,0.855113045320255,-0.6558940711919309
-2.9285689040924416,-0.960504381633148,-2.0670210067623476,-0.4948492900956137,2.3274704846636816
3.2093800380058486,-1.6606998118692633,-0.17249346803967708,-2.6852830971009114,1.6486910293963541
-0.5093787114391741,0.11514787314009216,-0.49503682345568945,-0.2654903535935492,0.6382652208273107
-0.7716152023510496,-0.27567053456055696,-0.492298979529401,-0.06111372396423287,0.5231149706410272
1.6296678449404298,-0.2420198298702195,1.5495818581319567,0.8041061887032346,-1.9831000964128442
1.9640652461070318,-1.3032427541123157,-0.27137594412956906,-1.8628712010886328,1.2946001087030805
2.9952473496004974,-3.0461430547999266,-0.19444659488321941,-2.550423026204971,1.596332375896738
3.124751937648873,-0.2675947462353477,0.03245946186844752,-2.3491354722247277,1.2599894697086276
0.7184948309676976,0.2842796708072146,0.8456239259334413,0.5695884880741707,-1.154141329550757
0.4229715361339482,0.3517801106813583,-0.4001383263054891,-0.8535912564047956,0.8674224916577336
0.1251896224299096,-0.9646120137337284,0.1077333220433275,0.04680377762475888,-0.1328668190429152
0.260883748992617,-0.3474506524985633,-0.27026690659416236,-0.55755478876704,0.5754402108539951
-0.28859550863820105,-1.0299352833089765,-0.637124597112853,-0.6226350114005884,0.9760100424550017
0.09402668708444617,0.8952602728899299,-0.2821749148842463,-0.4455860130136637,0.5256861757047938
2.9679120576536127,-0.21954102833121325,-0.14356259914736116,-2.462125446068317,1.4971654006898703
-0.8817286863349492,-0.9711045704444846,0.7974608617344447,1.7308495530158963,-1.7450645097440143
-1.1742718825315963,-0.4668455460527625,1.0023983985273195,2.226143443469851,-2.221297443588241
-2.12921033335779,0.553132064207584,-1.6040800137875235,-0.4938446848862061,1.8666125043286317
-1.9003531886257945,-0.6585529668050037,-1.5604187515616479,-0.611234870639984,1.8877763938901257
1.415751386371607,-1.7815628557055914,0.6861974356425188,-0.17527083200038857,-0.5858738925605556
-0.6888935544137715,1.2980219723262212,-0.9314823294202204,-0.7059275653983628,1.3145113176501897
1.491463656730661,-1.951804101481602,-0.34778269670411394,-1.6022413580845132,1.227198858062949
-1.1147021002210622,-0.39522898265435435,0.7339400203338984,1.8250964212369147,-1.7337507007177773
